Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,Director,Hero,Heroine
Gitanjali,1989,UA,"Drama, Romance            ","    On a fog swept chilly hill station, a terminally ill young man (Prakash) meets a boisterous girl (gitanjali). Love blossoms, but there's a shadow behind the light she radiates.",150,8.2,2176,Mani Ratnam,Akkineni Nagarjuna, Girija Shettar
Ninnu Kori,2017,U,"Comedy, Romance            ","    Two lovers, Pallavi and Uma get separated by circumstances, but reconnect years later, when Pallavi is happily married to someone else.",137,7.6,2166,Shiva Nirvana,Nani, Nivetha Thomas
Indra,2002,U,"Action, Drama            ","    Since 1965 bitter hatred and animosity has reigned between two families, namely that of Indrasen's and the Reddys, which results in the death of Indrasen's dad, and his two uncles, one of ...                See full summaryÂ Â»",173,7.4,2129,B. Gopal,Chiranjeevi, Sonali Bendre
Tholi Prema,2018,UA,Romance            ,    A love story that weathers time and emotions. Aditya sees Varsha and it is love at first sight for him. What transpires over the next 7 years is what makes their love stronger.,137,7.3,2058,Venky Atluri,Varun Tej, Raashi Khanna
Brochevarevarura,2019,U,Comedy            ,"    This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter.",138,8,2053,Vivek Athreya,Sree Vishnu, Nivetha Thomas
7/G Rainbow Colony,2004,A,"Drama, Romance            ",    A neighborhood good-for-nothing attempts to romance the new girl in town.,185,7.8,2042,Selvaraghavan,Ravi Krishna, Sonia Agarwal
Tagore,2003,U,"Action, Drama            ","    Ravindranath Tagore, a physics professor, forms the ACF [Anti Corruption Force] along with his former students to take on corruption in society.",175,7.8,2032,V. V. Vinayak,Chiranjeevi, Shreya Saran
Gang Leader,2019,UA,"Action, Comedy            ","    Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge.",155,7.6,2027,Vikram Kumar,Nani, Priyanka Arul Mohan
Bujjigaadu: Made in Chennai,2008,A,"Action, Drama            ","    Bujji (Prabhas) runs away from his home in his childhood because of a dispute with his girlfriend Chitti (Trisha). He ends up in Chennai for 12 years, and the rest of the story is about how they meet now to make their love successful.",150,6.4,1970,Puri Jagannadh,Prabhas, Trisha Krishnan
Sye,2004,A,"Action, Drama, Sport            ",    Students of a college form a Rugby team and play against a violent gang of thugs to get back their college land.,167,7.4,1961,S. S. Rajamouli,Nithiin, Genelia 
Yevade Subramanyam,2015,U,"Adventure, Comedy, Drama            ",    A man who is overly focused on long-term career goals is exposed to the opposite attitude in a friend who believes in living life to the fullest rather than sacrificing present joy for future success.,150,7.6,1944,Nag Ashwin,Nani, Malavika Nair
Mathu Vadalara,2019,UA,"Comedy, Crime, Thriller            ","    Simha is a courier delivery boy who gets peanuts as salary despite putting in a lot of hard work. As Babu gets frustrated with his job, his friend and roommate Satya shows him how to get '...                See full summaryÂ Â»",130,8.3,1935,Ritesh Rana,Sri Simha Koduri, Athulya Chandra
Katamarayudu,2017,UA,"Action, Comedy            ",    A man with a violent streak is trying to reform but gets pushed into a situation where he has to take action.,146,5.7,1933,Kishore Kumar Pardasani,Pawan Kalyan, Shruti Haasan
Gautamiputra Satakarni,2017,UA,"Action, History            ",    This movie chronicles the life of a South Indian ruler of the Satavahana Empire in South India in the 2nd century CE.,131,6.5,1909,Krish Jagarlamudi,Nandamuri Balakrishna, Shriya Saran
Rx 100,2018,A,"Action, Drama, Romance            ","    Believing his girlfriend loves him even after being married, a man waits for her return and in the process ignites violence.",153,6.9,1897,Ajay Bhupathi,Kartikeya Gummakonda, Payal Rajput
A... Aa,2016,U,"Comedy, Romance            ",    Anand and Anasuya meet each other on a train ride. The two eventually fall in love and have to fight for their relationship.,152,6.8,1892,Trivikram,Nithiin, Samantha
F2: Fun and Frustration,2019,UA,Comedy            ,"    After Venky, Varun also gets married thinking he can keep the wife in control but both of them get frustrated with the marital life which generates fun.",148,6.2,1878,Anil Ravipudi,Venkatesh, Tamannaah
Krishna Gaadi Veera Prema Gaadha,2016,UA,"Action, Comedy, Romance            ","    Krishna (Nani) is a coward who is in love with Mahalakshmi (Mehreen Pirzada) and they have kept it a secret. Mahalakshmi is sister of Ramaraju, who in turn is a henchmen of Rajayya. At the ...                See full summaryÂ Â»",148,7.5,1854,Hanu Raghavapudi,Nani, Mehreen Pirzada
Sankarabharanam,1980,U,"Drama, Musical, Romance            ","    The story of a rare and exceptional bond between the master of classical music Sankara Sastry and his admirer Tulasi, a woman from a family of prostitutes.",143,8.7,1829,K. Vishwanath,Nikhil Siddharth, Nanditha Raj
Govindudu Andari Vaadele,2014,NA,"Action, Drama            ",    A man returns to India to find his family on the brink of a rift. He must push past his tendency to take everything lightly and work to heal his clan.,160,5.6,1815,Sreenu Vaitla,Ram Charan, Kajal Aggarwal
Anand,2004,U,"Comedy, Drama, Musical            ","    A rich guy falls in love with an independent and strong-minded girl, and moves into her simple neighborhood to earn her love.",180,7.8,1814,Sekhar Kammula,Raja Abel, Kamalinee Mukherjee
Raja Kumarudu,1999,NA,"Comedy, Drama, Romance            ","    After the passing away of his parents, Raja lives with his uncle Dhananjay. Dhananjay manages a hotel while Raja is a model. Raja meets Rani and both fall in love. Meanwhile, Dhananjay ...                See full summaryÂ Â»",0,6.7,1806,K. Raghavendra Rao,Mahesh Babu, Preity Zinta
Baba,2002,NA,"Action, Drama, Fantasy            ","    Baba (Rajini) an atheist, by a twist of fate, acquires magical powers from a divine source and takes on crooked politicians.",179,5.1,1795,Suresh Krissna,Rajinikanth, Manisha Koirala
Dhammu,2012,A,"Action, Drama            ",    An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. What will he do when the fate of his village depends on him?,155,5.2,1794,Boyapati Sreenu,Jr. NTR, Trisha Krishnan
Ramayya Vastavayya,2013,A,"Action, Drama            ",    Nandu a happy go lucky boy falls in love with Akarsha (Samantha) only to avenge his fiance's death.,167,5.1,1773,Harish Shankar,Jr. NTR, Shruti Haasan
NTR: Kathanayakudu,2019,U,"Biography, Drama            ","    Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri.",169,5.7,1769,Krish Jagarlamudi,Nandamuri Balakrishna, Vidya Balan
Chirutha,2007,NA,Action            ,"    The consequences that follow after the love between hero and heroine, when they accidentally fall in love on an island.",117,5.3,1736,Puri Jagannadh,Ram Charan, Neha Sharma
Athidhi,2007,A,Action            ,    Athidi(Mahesh Babu) is falsely convicted for killing his adopted parents and goes to jail for 13 years and when he comes back he loves Amrita (Amrita Rao) unaware that she is the daughter of his adopted parents.,300,5.5,1691,Surender Reddy,Mahesh Babu, Amrita Rao
Kshana Kshanam,1991,U,"Comedy, Crime, Drama            ",    A high-profile bank robbery in the city wreaks havoc in the life of an unsuspecting regular young woman when she's caught in the line of fire between the villains and the police.,158,8.1,1685,Ram Gopal Verma,Venkatesh, Sridevi
Penguin,2020,NA,"Drama, Mystery, Thriller            ",    It is a spine chilling tale of a pregnant mother who sets out on a dangerous mission to unravel the mystery and save her loved ones.,132,4.6,1671,Eashvar Karthic,Adhidev, Keerthy Suresh
Rudra Veena,1988,U,"Drama, Musical            ",    A classical singer believes in changing society through his music and will power.,170,8.5,1670,K. Balachander,Chiranjeevi, Shobana
Legend,2014,A,"Action, Drama            ","    Jeetendra (Jagapati Babu) is a power hungry and cruel man from Rayalaseema to whom killing comes very easy. In the process, he commits a crime and learns about the most powerful and ...                See full summaryÂ Â»",168,6.3,1661,Boyapati Sreenu,Nandamuri Balakrishna, Radhika Apte
Annamayya,1997,U,"Biography, History, Musical            ","    A cinematic version of the life of famous Indian saint-poet, Annamayya.",150,8,1648,K. Raghavendra Rao,Akkineni Nagarjuna, Bhanupriya
Badrinath,2011,A,Action            ,    A skilled warrior and the protector of Badrinath temple finds his loyalties divided while trying to revive an agnostic's faith in God.,140,4.3,1640,V. V. Vinayak,Allu Arjun, Tamannaah
Nenu Local,2017,UA,"Action, Comedy, Romance            ","    A happy-go-lucky man accidentally falls in love with a woman whose father despises him. To further complicate matters, his lover has another suitor, who is deemed more worthy of her.",150,6.4,1626,Trinadha Rao Nakkina,Nani, Keerthy Suresh
Oh Baby...,2019,U,"Comedy, Drama, Fantasy            ","    A seventy-year-old woman, Savitri aka 'Baby' gets a second chance to relive her youth when gets transported into the body of a 20-year-old girl and embarks on an exuberant journey of rediscovering herself.",161,7.4,1601,B. V. Nandini Reddy,Naga Shaurya, Samantha
Hello Guru Prema Kosame,2018,U,"Comedy, Romance            ","    After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",140,7.1,1569,Trinadha Rao Nakkina,Ram Pothineni, Anupama Parameswaran
Rabhasa,2014,A,"Action, Comedy            ","    Karthik's mother wants him to marry Indu, the daughter of her brother, Dhananjay. However, when his father goes to Dhananjay's house, he is insulted. Agitated, Karthik decides to seek revenge.",153,4.9,1568,Santhosh Srinivas,Jr. NTR, Samantha 
Sainikudu,2006,UA,Action            ,    Siddharth and his friends rescue a village in Warangal from severe floods. Sidhartha is convinced that Govt will give some relief package to the flood effected. Some time later he realizes ...                See full summaryÂ Â»,169,5.1,1568,Gunashekar,Mahesh Babu, Trisha Krishnan
Ishq,2012,NA,"Comedy, Romance            ",    Priya falls in love with rahul during a delayed flight journey but realizes that he and her brother share a past,160,7.3,1566,Vikram Kumar,Nitin, Nithya Menen
Arjun,2004,U,Action            ,    A young man risks his life to guarantee his twin sister's happiness and protect her from murderous in-laws.,0,6.5,1562,Gunashekar,Mahesh Babu, Shriya Saran
Badri,2000,U,"Comedy, Drama, Romance            ","    Badri (Pawan Kalyan) is an ad agency director whose parents are settled in the USA. He has a love called Vennela (Renu Desai), who is a close family friend of Badri's family. Their parents want these two to tie the knot.",158,7.1,1556,Puri Jagannadh,Pawan Kalyan, Amisha Patel
Krishnarjuna,2008,U,"Comedy, Drama, Romance            ","    An astrologer's advice forces Pedababu to fix his sister's wedding to Arjun, an orphan, so that he can be killed, and she can be married to a rich man. However, Lord Krishna comes to Arjun's rescue.",134,4.9,1553,P. Vasu,Vishnu Manchu, Mamata Mohandas
Hello,2017,U,"Action, Romance            ","    Avinash (Akhil Akkineni) in his childhood meets a girl (Kalyani Priyadarshan as Junnu) and believes that she is his soulmate, and patiently waits to come across her even after growing into an adult. Will they meet again?",131,7.2,1552,Vikram Kumar,Akhil Akkineni, Kalyani Priyadarshan
Saleem,2009,NA,"Action, Comedy            ",    Saleem is a 2009 Telugu film directed by YVS Chowdary (of Devdas fame). Graphics are the main attraction of the movie. The movie starts with Saleem (Vishnu Manchu) beating up baddies in a ...                See full summaryÂ Â»,120,4.6,1542,YVS Chowdary,Vishnu Manchu, Ileana D'Cruz
Nijam,2003,UA,Action            ,    A young man is guided by his mother in a methodical manner to avenge his father against the perpetrators who falsely accused and killed him.,196,6.6,1540,Teja,Mahesh Babu, Rakshita
Bruce Lee: The Fighter,2015,UA,"Action, Comedy            ",    A stuntman is mistaken for a police officer by an idealistic woman and begins fighting crime on behalf of the police.,151,5.5,1537,Sreenu Vaitla,Ram Charan, Rakul Preet Singh
MCA Middle Class Abbayi,2017,UA,"Action, Comedy            ","    A youngster tries to protect his sister-in-law, a transport official, from a dreaded goon who runs an illegal road transport business.",144,5.8,1534,Venu Sriram,Nani, Sai Pallavi
